f1,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.9600867067361911,1729722261,,True,1,eb4db_00021,2024-10-24_06-24-21,9022.40062713623,9022.40062713623,25514,Collins-MacBook-Pro.local,127.0.0.1,9022.40062713623,1
