f1,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5851353877662049,1732978925,,True,1,eb066_00005,2024-11-30_23-02-05,55.096484899520874,55.096484899520874,54827,Collins-MacBook-Pro.local,127.0.0.1,55.096484899520874,1
