f1,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.8423413299290236,1732981005,,False,1,cdafc_00000,2024-11-30_23-36-45,41.33047103881836,41.33047103881836,56993,Collins-MacBook-Pro.local,127.0.0.1,41.33047103881836,1
