f1,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/n_estimators,config/max_depth,config/learning_rate,config/subsample,config/colsample_bytree,config/gamma,config/reg_alpha,config/reg_lambda,logdir
0.9667983131655589,1732713034,,True,1,bdaab_00074,2024-11-27_21-10-34,502.9441759586334,502.9441759586334,56589,Behs-MacBook-Air-2.local,127.0.0.1,502.9441759586334,1,24,7,0.002444982216562737,0.914865634589888,0.8517374560142419,1.0456951526660054e-05,8.48153626254315e-07,7.2735937920293485e-06,bdaab_00074
0.9760119149649025,1732712966,,False,1,bdaab_00075,2024-11-27_21-09-26,418.11192870140076,418.11192870140076,56621,Behs-MacBook-Air-2.local,127.0.0.1,418.11192870140076,1,21,11,0.1171611975674779,0.9574483250476192,0.6040398446859375,2.283036565873391e-07,0.047520227525260486,1.3659210793165203e-05,bdaab_00075
0.9676599025411482,1732713193,,True,1,bdaab_00076,2024-11-27_21-13-13,644.0240728855133,644.0240728855133,56627,Behs-MacBook-Air-2.local,127.0.0.1,644.0240728855133,1,27,8,0.01606691616662259,0.8333695356366893,0.9829484246852626,9.107091368987964e-06,0.001996519177131553,2.8555745050050874e-07,bdaab_00076
0.9727826307720792,1732713098,,True,1,bdaab_00077,2024-11-27_21-11-38,535.987468957901,535.987468957901,56684,Behs-MacBook-Air-2.local,127.0.0.1,535.987468957901,1,24,11,0.034016996306998365,0.945919812134334,0.8528500947363016,0.6986888239471609,3.905413102843801e-07,0.0016812115953153592,bdaab_00077
0.9299680484196058,1732712688,,True,1,bdaab_00078,2024-11-27_21-04-48,98.55208396911621,98.55208396911621,56750,Behs-MacBook-Air-2.local,127.0.0.1,98.55208396911621,1,13,3,0.06631986129641526,0.9605163544765031,0.8269363683809019,0.0049234591958127365,3.8617102984967015e-06,0.00015968702676049943,bdaab_00078
0.9726862333203055,1732713554,,True,1,bdaab_00079,2024-11-27_21-19-14,844.1206221580505,844.1206221580505,56842,Behs-MacBook-Air-2.local,127.0.0.1,844.1206221580505,1,33,14,0.0012413617875984045,0.735601270501071,0.7613447446178846,0.003467213465845628,0.0035789329641888698,0.0003428260117127643,bdaab_00079
0.9721104835764919,1732713088,,True,1,bdaab_00080,2024-11-27_21-11-28,359.73607087135315,359.73607087135315,56860,Behs-MacBook-Air-2.local,127.0.0.1,359.73607087135315,1,25,6,0.0676265348626355,0.7689812363260755,0.6488396380234889,0.0687408847014747,4.93039342801831e-07,4.249803157735751e-05,bdaab_00080
0.9754045917422329,1732713529,,False,1,bdaab_00081,2024-11-27_21-18-49,613.6447191238403,613.6447191238403,57245,Behs-MacBook-Air-2.local,127.0.0.1,613.6447191238403,1,29,10,0.11274686571699002,0.6657468962444905,0.8629125318550753,1.1641287411441311e-08,8.62306273015674e-08,0.024055204091300634,bdaab_00081
0.9741219003175315,1732713845,,False,1,bdaab_00082,2024-11-27_21-24-05,854.1789269447327,854.1789269447327,57355,Behs-MacBook-Air-2.local,127.0.0.1,854.1789269447327,1,35,11,0.007986500735057196,0.8699661887158856,0.7746493542787048,1.4485981438438912e-08,3.6958113976463213e-06,0.03323318924742129,bdaab_00082
0.9664354491811693,1732713620,,True,1,bdaab_00083,2024-11-27_21-20-20,564.4488430023193,564.4488430023193,57425,Behs-MacBook-Air-2.local,127.0.0.1,564.4488430023193,1,26,8,0.0034828272387649665,0.8308781068848567,0.9101658539218977,0.000879790050189439,0.04291281401739348,0.6824687893878841,bdaab_00083
0.9738828747755603,1732713451,,True,1,bdaab_00084,2024-11-27_21-17-31,340.8888261318207,340.8888261318207,57484,Behs-MacBook-Air-2.local,127.0.0.1,340.8888261318207,1,17,8,0.08214755755859504,0.8605944225607559,0.6373649623147425,0.032794250345476506,2.6708399353094243e-05,1.5314017329942338e-05,bdaab_00084
0.9650603110379355,1732713482,,True,1,bdaab_00085,2024-11-27_21-18-02,356.748654127121,356.748654127121,57487,Behs-MacBook-Air-2.local,127.0.0.1,356.748654127121,1,29,5,0.016649111714159778,0.958853798733589,0.7674649779033166,0.5913153889861542,0.019460615652637653,0.0011141550090586335,bdaab_00085
0.9764167900237138,1732713763,,False,1,bdaab_00086,2024-11-27_21-22-43,542.3988230228424,542.3988230228424,57586,Behs-MacBook-Air-2.local,127.0.0.1,542.3988230228424,1,35,9,0.14567644727582602,0.630327589278381,0.8446381455881734,1.1719958990954765e-08,0.0006900113700426596,0.2336051786220011,bdaab_00086
0.9764543032069005,1732713806,,False,1,bdaab_00087,2024-11-27_21-23-26,431.09324622154236,431.09324622154236,57664,Behs-MacBook-Air-2.local,127.0.0.1,431.09324622154236,1,20,12,0.03272945906540593,0.8646496405965349,0.6444424063504793,0.07942802550621586,0.01005873974315673,0.0006081669610119218,bdaab_00087
0.9685968340364063,1732713991,,True,1,bdaab_00088,2024-11-27_21-26-31,518.5198290348053,518.5198290348053,57691,Behs-MacBook-Air-2.local,127.0.0.1,518.5198290348053,1,32,7,0.004396454065645704,0.9343513290575859,0.8026976011453946,1.4155899910145006e-07,3.980828276944671e-07,0.1591884851671125,bdaab_00088
0.9734889646016291,1732713847,,True,1,bdaab_00089,2024-11-27_21-24-07,340.48792695999146,340.48792695999146,57749,Behs-MacBook-Air-2.local,127.0.0.1,340.48792695999146,1,15,11,0.028675290561401643,0.9680664368503759,0.7359079983398304,1.8406845299395607e-05,0.04668124363168605,5.92417530403281e-06,bdaab_00089
0.9694630771343965,1732713784,,True,1,bdaab_00090,2024-11-27_21-23-04,233.62333178520203,233.62333178520203,57783,Behs-MacBook-Air-2.local,127.0.0.1,233.62333178520203,1,10,10,0.025804318278255575,0.6682413276287665,0.8230292381110442,0.0003089750013930199,3.896877094068429e-05,4.149033376920642e-08,bdaab_00090
0.9680866962369576,1732713899,,True,1,bdaab_00091,2024-11-27_21-24-59,328.95734310150146,328.95734310150146,57799,Behs-MacBook-Air-2.local,127.0.0.1,328.95734310150146,1,24,6,0.02309230266315155,0.9520132044497405,0.8336137785709192,1.292035403182063e-06,1.0699716727791346e-06,0.28363839748591624,bdaab_00091
