f1,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.46198780656463423,1732978895,,False,1,eb066_00007,2024-11-30_23-01-35,25.15722393989563,25.15722393989563,54829,Collins-MacBook-Pro.local,127.0.0.1,25.15722393989563,1
