f1,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5910556252619559,1732981006,,True,1,cdafc_00005,2024-11-30_23-36-46,41.50831484794617,41.50831484794617,56998,Collins-MacBook-Pro.local,127.0.0.1,41.50831484794617,1
