f1,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.8703666073080333,1732980885,,False,1,427e3_00004,2024-11-30_23-34-45,150.86425590515137,150.86425590515137,56612,Collins-MacBook-Pro.local,127.0.0.1,150.86425590515137,1
