f1,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.9715459937109422,1729730074,,False,1,207e6_00010,2024-10-24_08-34-34,173.2083809375763,173.2083809375763,33971,Collins-MacBook-Pro.local,127.0.0.1,173.2083809375763,1
