f1,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/n_estimators,config/max_depth,config/learning_rate,config/subsample,config/colsample_bytree,config/gamma,config/reg_alpha,config/reg_lambda,logdir
0.9082115989332482,1729520846,,False,1,36ef2_00000,2024-10-21_22-27-26,1857.842324256897,1857.842324256897,62186,Behs-MacBook-Air-2.local,127.0.0.1,1857.842324256897,1,28,10,0.1601878777145086,0.9081251728875512,0.9947480012369851,4.6272577900537125e-07,1.2454789467966318e-07,0.18492278196889028,36ef2_00000
0.9057639745784076,1729519941,,False,1,36ef2_00001,2024-10-21_22-12-21,952.5173499584198,952.5173499584198,62187,Behs-MacBook-Air-2.local,127.0.0.1,952.5173499584198,1,28,5,0.017811054157549685,0.6357598866072272,0.7529573070105253,0.0022309175370301905,2.7123902869024625e-05,2.2472451918309942e-08,36ef2_00001
0.8901824689195825,1729525031,,True,1,36ef2_00002,2024-10-21_23-37-11,6042.212943077087,6042.212943077087,62188,Behs-MacBook-Air-2.local,127.0.0.1,6042.212943077087,1,32,6,0.0013931022377657455,0.7190269128060675,0.977452359967006,1.83015809065989e-06,1.3853144759016577e-06,1.8103061761167045e-05,36ef2_00002
0.8950757274210883,1729567785,,True,1,36ef2_00003,2024-10-22_11-29-45,48795.66930794716,48795.66930794716,62189,Behs-MacBook-Air-2.local,127.0.0.1,48795.66930794716,1,30,13,0.004169374778068659,0.7360753149676774,0.9897887405960291,2.981512489677603e-07,8.673160455297631e-07,0.0033394466492516835,36ef2_00003
0.8991962875983495,1729519559,,False,1,36ef2_00004,2024-10-21_22-05-59,570.3027200698853,570.3027200698853,62190,Behs-MacBook-Air-2.local,127.0.0.1,570.3027200698853,1,10,12,0.03578598281254879,0.6342922415410106,0.6936066589143282,0.0001512415173368658,3.572180573057808e-08,5.2710069191704704e-08,36ef2_00004
0.9091131632368746,1729555697,,False,1,36ef2_00005,2024-10-22_08-08-17,36708.03438997269,36708.03438997269,62191,Behs-MacBook-Air-2.local,127.0.0.1,36708.03438997269,1,36,12,0.12474296031912813,0.9327960051965614,0.9000321078761967,5.6758448830470336e-05,0.08681503874329112,1.7151544620195545e-06,36ef2_00005
0.9039615093738804,1729520155,,True,1,36ef2_00006,2024-10-21_22-15-55,1166.251720905304,1166.251720905304,62192,Behs-MacBook-Air-2.local,127.0.0.1,1166.251720905304,1,20,14,0.013755455028733434,0.7214847724148803,0.7207067492343348,1.1457645461556682e-08,0.0004322220653062173,0.005578847781449483,36ef2_00006
0.898550796746673,1729545299,,True,1,36ef2_00007,2024-10-22_05-14-59,26309.853398799896,26309.853398799896,62193,Behs-MacBook-Air-2.local,127.0.0.1,26309.853398799896,1,28,14,0.0030473474623773796,0.9040492104315239,0.7431152597292688,1.2485590633660005e-05,0.010749504992266044,0.08699461539389516,36ef2_00007
0.8958477623426078,1729527548,,True,1,36ef2_00008,2024-10-22_00-19-08,7964.506066083908,7964.506066083908,62693,Behs-MacBook-Air-2.local,127.0.0.1,7964.506066083908,1,22,6,0.009260114636541028,0.8214303238658385,0.7861931909263361,0.07808238903662457,0.03889280126456452,3.911613246354225e-08,36ef2_00008
0.8966224508750281,1729567586,,True,1,36ef2_00009,2024-10-22_11-26-26,47625.31590509415,47625.31590509415,62877,Behs-MacBook-Air-2.local,127.0.0.1,47625.31590509415,1,16,11,0.018139109400851918,0.6637706533526453,0.9583624015854212,0.3872641309837878,5.064286428723192e-07,7.638662959122378e-07,36ef2_00009
0.9025444811527287,1729568975,,True,1,36ef2_00010,2024-10-22_11-49-35,48797.4560918808,48797.4560918808,62925,Behs-MacBook-Air-2.local,127.0.0.1,48797.4560918808,1,37,14,0.03216526597287352,0.9315169049472756,0.8599715427831286,0.00041557797588708705,3.256578557679694e-05,0.30386351706167697,36ef2_00010
0.8958497525507834,1729568711,,True,1,36ef2_00011,2024-10-22_11-45-11,47739.0160009861,47739.0160009861,63097,Behs-MacBook-Air-2.local,127.0.0.1,47739.0160009861,1,24,14,0.010379500734303014,0.9582591508380003,0.8280112009492643,3.880276694255296e-05,0.029139883592307406,3.168832968265435e-05,36ef2_00011
0.8888949700805371,1729568059,,True,1,36ef2_00012,2024-10-22_11-34-19,40514.00189900398,40514.00189900398,63373,Behs-MacBook-Air-2.local,127.0.0.1,40514.00189900398,1,18,5,0.01721862181761245,0.8782514595135811,0.9465864251705876,7.542134530909452e-06,2.038580916838573e-05,9.941941114933735e-07,36ef2_00012
0.8944320609269063,1729567915,,True,1,36ef2_00013,2024-10-22_11-31-55,36432.26473760605,36432.26473760605,63387,192.168.1.19,127.0.0.1,36432.26473760605,1,11,8,0.0016799775365606649,0.6986379685384808,0.705998019259715,4.1879331850573354e-07,0.06875768407656309,4.588984494214324e-06,36ef2_00013
0.8689320211227427,1729568153,,True,1,36ef2_00014,2024-10-22_11-35-54,21236.925523757935,21236.925523757935,63633,192.168.1.19,127.0.0.1,21236.925523757935,1,33,3,0.0011841833805796686,0.6966637550699819,0.8109604521493017,0.004971532194292739,0.0011364900934002792,2.1238473690528693e-06,36ef2_00014
