f1,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.9660102296700233,1729698799,,False,1,b681c_00004,2024-10-23_23-53-19,80.76423406600952,80.76423406600952,17981,Collins-MacBook-Pro.local,127.0.0.1,80.76423406600952,1
