f1,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.46198780656463423,1732980759,,False,1,427e3_00007,2024-11-30_23-32-39,24.858031034469604,24.858031034469604,56615,Collins-MacBook-Pro.local,127.0.0.1,24.858031034469604,1
